asset_id,family,name,variant,format,priority_batch,usage,status,prompt
orbita_tarot_major_el_ermitano_card_art_png,tarot_major,El Ermitaño,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Ermitaño, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_rueda_de_la_fortuna_card_art_png,tarot_major,La Rueda de la Fortuna,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Rueda de la Fortuna, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_justicia_card_art_png,tarot_major,La Justicia,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Justicia, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_colgado_card_art_png,tarot_major,El Colgado,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Colgado, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_muerte_card_art_png,tarot_major,La Muerte,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Muerte, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_templanza_card_art_png,tarot_major,La Templanza,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Templanza, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_diablo_card_art_png,tarot_major,El Diablo,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Diablo, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_torre_card_art_png,tarot_major,La Torre,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Torre, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_estrella_card_art_png,tarot_major,La Estrella,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Estrella, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_luna_card_art_png,tarot_major,La Luna,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Luna, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_sol_card_art_png,tarot_major,El Sol,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Sol, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_juicio_card_art_png,tarot_major,El Juicio,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Juicio, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_mundo_card_art_png,tarot_major,El Mundo,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Mundo, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_as_de_bastos_card_art_png,tarot_minor,As de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for As de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_dos_de_bastos_card_art_png,tarot_minor,Dos de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Dos de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_tres_de_bastos_card_art_png,tarot_minor,Tres de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Tres de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cuatro_de_bastos_card_art_png,tarot_minor,Cuatro de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cuatro de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cinco_de_bastos_card_art_png,tarot_minor,Cinco de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cinco de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_seis_de_bastos_card_art_png,tarot_minor,Seis de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Seis de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_siete_de_bastos_card_art_png,tarot_minor,Siete de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Siete de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_ocho_de_bastos_card_art_png,tarot_minor,Ocho de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Ocho de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_nueve_de_bastos_card_art_png,tarot_minor,Nueve de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Nueve de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_diez_de_bastos_card_art_png,tarot_minor,Diez de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Diez de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_paje_de_bastos_card_art_png,tarot_minor,Paje de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Paje de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_caballero_de_bastos_card_art_png,tarot_minor,Caballero de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Caballero de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_reina_de_bastos_card_art_png,tarot_minor,Reina de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Reina de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_rey_de_bastos_card_art_png,tarot_minor,Rey de Bastos,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Rey de Bastos, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_as_de_copas_card_art_png,tarot_minor,As de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for As de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_dos_de_copas_card_art_png,tarot_minor,Dos de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Dos de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_tres_de_copas_card_art_png,tarot_minor,Tres de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Tres de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cuatro_de_copas_card_art_png,tarot_minor,Cuatro de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cuatro de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cinco_de_copas_card_art_png,tarot_minor,Cinco de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cinco de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_seis_de_copas_card_art_png,tarot_minor,Seis de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Seis de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_siete_de_copas_card_art_png,tarot_minor,Siete de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Siete de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_ocho_de_copas_card_art_png,tarot_minor,Ocho de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Ocho de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_nueve_de_copas_card_art_png,tarot_minor,Nueve de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Nueve de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_diez_de_copas_card_art_png,tarot_minor,Diez de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Diez de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_paje_de_copas_card_art_png,tarot_minor,Paje de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Paje de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_caballero_de_copas_card_art_png,tarot_minor,Caballero de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Caballero de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_reina_de_copas_card_art_png,tarot_minor,Reina de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Reina de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_rey_de_copas_card_art_png,tarot_minor,Rey de Copas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Rey de Copas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_as_de_espadas_card_art_png,tarot_minor,As de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for As de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_dos_de_espadas_card_art_png,tarot_minor,Dos de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Dos de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_tres_de_espadas_card_art_png,tarot_minor,Tres de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Tres de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cuatro_de_espadas_card_art_png,tarot_minor,Cuatro de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cuatro de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cinco_de_espadas_card_art_png,tarot_minor,Cinco de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cinco de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_seis_de_espadas_card_art_png,tarot_minor,Seis de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Seis de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_siete_de_espadas_card_art_png,tarot_minor,Siete de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Siete de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_ocho_de_espadas_card_art_png,tarot_minor,Ocho de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Ocho de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_nueve_de_espadas_card_art_png,tarot_minor,Nueve de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Nueve de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_diez_de_espadas_card_art_png,tarot_minor,Diez de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Diez de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_paje_de_espadas_card_art_png,tarot_minor,Paje de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Paje de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_caballero_de_espadas_card_art_png,tarot_minor,Caballero de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Caballero de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_reina_de_espadas_card_art_png,tarot_minor,Reina de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Reina de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_rey_de_espadas_card_art_png,tarot_minor,Rey de Espadas,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Rey de Espadas, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_as_de_oros_card_art_png,tarot_minor,As de Oros,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for As de Oros, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_dos_de_oros_card_art_png,tarot_minor,Dos de Oros,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Dos de Oros, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_tres_de_oros_card_art_png,tarot_minor,Tres de Oros,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Tres de Oros, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_minor_cuatro_de_oros_card_art_png,tarot_minor,Cuatro de Oros,card_art_png,png_square_2048,4,"full tarot deck, reading reveal, saved readings",needed,"Square 1:1 2048x2048. Tarot Minor Arcana card art for Cuatro de Oros, no title text, dark copper editorial symbolism, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
